BBH_score_clustered,BBH_se,BBH_nsubtasks,MUSR_score_clustered,MUSR_se,MUSR_nsubtasks,model
0.6522165609411941,0.005858492020952872,24,0.47296875,0.017979002316112897,3,CultriX/Qwen2.5-14B-Hyperionv3
0.6471791978856553,0.005888154454995243,24,0.48319791666666667,0.018101252440950233,3,CultriX/Qwen2.5-14B-Hyperionv4
0.6442657850860551,0.00591537150050664,24,0.4795416666666667,0.018007339425565382,3,CultriX/Qwen2.5-14B-Hyperionv5
0.6577703330510146,0.005822518037623398,24,0.472875,0.01801189844499177,3,CultriX/Qwen2.5-14B-MegaMerge-pt2
0.6579336391923106,0.005827729823140858,24,0.4676354166666667,0.018002813242869176,3,CultriX/Qwen2.5-14B-MergeStock
0.6555027486976713,0.005870036787453448,24,0.4965625,0.018105276512271243,3,CultriX/Qwen2.5-14B-Ultimav2
0.6019955540977778,0.006117378138077907,24,0.4679479166666667,0.01781975239646182,3,CultriX/Qwen2.5-14B-Unity
0.6460586236565512,0.005906687216252349,24,0.38999999999999996,0.017116554993308778,3,CultriX/Qwen2.5-14B-Wernicke-SFT
0.6440929009604598,0.005871372041433378,24,0.41403125,0.017322390820764817,3,CultriX/Qwen2.5-14B-Wernicke-SLERP
0.6568359662501574,0.005826786062513683,24,0.46890625,0.017982327458715,3,CultriX/Qwen2.5-14B-Wernicke
0.6184146992839421,0.006015882353878584,24,0.4716666666666667,0.017976486875187343,3,CultriX/Qwen2.5-14B-Wernickev3
0.6151178406213536,0.0060207729892769015,24,0.47569791666666666,0.017925073489843322,3,CultriX/Qwen2.5-14B-partialmergept1
0.5655007271970033,0.006216365683201401,24,0.45058333333333334,0.017887621244653023,3,CultriX/Qwenfinity-2.5-14B
0.6450104739140539,0.00592170668558913,24,0.46360416666666665,0.017999799991456192,3,CultriX/Qwestion-14B
0.6572183434723883,0.005843096329645961,24,0.48208333333333336,0.018017981325935583,3,CultriX/SeQwence-14B-EvolMerge
0.6545547382762975,0.0058461862915589625,24,0.46227083333333335,0.017984919363126323,3,CultriX/SeQwence-14B-EvolMergev1
0.6517093605796944,0.005865296935619157,24,0.47141666666666665,0.01803897048225126,3,CultriX/SeQwence-14B-v5
0.6505665291288973,0.0058614126335806505,24,0.46661458333333333,0.0178375728753253,3,CultriX/SeQwence-14B
0.6344673727103446,0.005936058368807542,24,0.47042708333333333,0.01791578099504648,3,CultriX/SeQwence-14Bv1
0.6304512627108577,0.005951146879693166,24,0.4601041666666667,0.017765161490309076,3,CultriX/SeQwence-14Bv2
0.6302253848409948,0.005967403875251087,24,0.4624270833333333,0.017945644572737122,3,CultriX/SeQwence-14Bv3
0.33021766977601347,0.005883697555893371,24,0.33425,0.016680707576805055,3,DRXD1000/Atlas-7B
0.39315660347282183,0.00609715214010288,24,0.38494791666666667,0.017111713068281804,3,DRXD1000/Phoenix-7B
0.44727124475659547,0.006224385027588194,24,0.41734374999999996,0.01766433003622737,3,DUAL-GPO/zephyr-7b-ipo-0k-15k-i1
0.5032184342862756,0.006253253996637572,24,0.43284374999999997,0.01791695507931962,3,DZgas/GIGABATEMAN-7B
0.48720075507220256,0.006316858992570674,24,0.40884375,0.017598523868965998,3,Daemontatox/AetherDrake-SFT
0.5451624435465484,0.006350921186036776,24,0.46031249999999996,0.017917303107349458,3,Daemontatox/AetherSett
0.5066056342472064,0.006343748214163348,24,0.4078541666666667,0.017515192556851893,3,Daemontatox/AetherTOT
0.4463128280514495,0.006233292715275274,24,0.3746770833333333,0.01691441027498436,3,Daemontatox/AetherUncensored
0.36767660461416857,0.006018533615903886,24,0.3754895833333333,0.01721196173697697,3,Daemontatox/CogitoDistil
0.6734487392645502,0.005706036483674683,24,0.4792604166666667,0.01795510830916625,3,Daemontatox/CogitoZ
0.6297514788808327,0.005981691275692536,24,0.405875,0.017479745601781217,3,Daemontatox/CogitoZ14
0.666832775829349,0.005767540832794156,24,0.4876979166666667,0.01794119764311446,3,Daemontatox/Llama3.3-70B-CogniLink
0.521481543929366,0.006362530321530148,24,0.47020833333333334,0.01794040703184294,3,Daemontatox/MawaredT1
0.554898906584336,0.006329104902584058,24,0.46825,0.01799434764864546,3,Daemontatox/Mini_QwQ
0.5194067688446361,0.006260734315569348,24,0.39080208333333327,0.017122652273896186,3,Daemontatox/NemoR
0.6658230064774172,0.005731344931821411,24,0.4215625,0.017717555086586304,3,Daemontatox/PathFinderAI2.0
0.6884221416328996,0.005590718701847893,24,0.4806875,0.018007809350527964,3,Daemontatox/PathFinderAi3.0
0.6627335380624048,0.0057352560097890404,24,0.42559375,0.017717947027044066,3,Daemontatox/PathfinderAI
0.6172933868833469,0.005910178846428076,24,0.453,0.018013385549495504,3,Daemontatox/Phi-4-COT
0.5034307630533988,0.006345497375862781,24,0.40518750000000003,0.017524972880251,3,Daemontatox/PixelParse_AI
0.4888687006782508,0.006197740796459504,24,0.40912499999999996,0.017822862340772818,3,Daemontatox/RA2.0
0.6053692417205033,0.00617296275135817,24,0.3963541666666666,0.017464210238858083,3,Daemontatox/RA_Reasoner
